timetweet,favcount,retwcount,id,name,text_clean,text_preprocessed,polarity_score,polarity
2022-11-29 11:28:27,0,0,1597553068002140161,KasanMulyono,jelang laga jepang vs spanyol di piala dunia qatar  hajime moriyasu ingatkan ini kepada anak asuhnya  jakarta insider,"['jelang', 'laga', 'jepang', 'vs', 'spanyol', 'piala', 'dunia', 'qatar', 'hajime', 'moriyasu', 'ingat', 'anak', 'asuh', 'jakarta', 'insider']",-1,negative
2022-11-29 11:28:19,3,0,1597553036871798784,detikcom,masih ada kecil kemungkinan andai portugal ertemu rasil di  esar piala dunia  fernando santos menyeutnya akan jadi laga super ig match,"['andai', 'portugal', 'ertemu', 'rasil', 'esar', 'piala', 'dunia', 'fernando', 'santos', 'menyeutnya', 'laga', 'super', 'ig', 'match']",2,positive
2022-11-29 11:28:00,0,0,1597552956043595778,128O8,ready vidio piala dunian ulan all devicensharing u  knprivate  knakun ready tinggal copas lalu pake private isa req email no fee isa dm  or wa  yaknnt fifa world cup,"['ready', 'vidio', 'piala', 'dunian', 'ulan', 'all', 'devicensharing', 'u', 'knprivate', 'knakun', 'ready', 'tinggal', 'copas', 'pake', 'private', 'isa', 'req', 'email', 'no', 'fee', 'isa', 'dm', 'or', 'wa', 'yaknnt', 'fifa', 'world', 'cup']",0,neutral
2022-11-29 11:27:47,0,2,1597552899587862528,diva_acm,dukungan untuk palestina menguat sepanjang piala dunia  qatar sealiknya israel dioikot di manamana termasuk oleh suxexxa,"['dukung', 'palestina', 'kuat', 'piala', 'dunia', 'qatar', 'alik', 'israel', 'dioikot', 'manamana', 'suxexxa']",2,positive
2022-11-29 11:27:41,0,1,1597552874921549824,Emm_aaa2108,messi cs awa  kilogram daging ke piala dunia n,"['messi', 'cs', 'awa', 'kilogram', 'daging', 'piala', 'dunia', 'n']",-1,negative
2022-11-29 11:27:40,0,0,1597552873998458880,republikaonline,enzema menderita cedera pada paha kirinya,"['enzema', 'derita', 'cedera', 'paha', 'kiri']",-12,negative
2022-11-29 11:27:40,0,0,1597552870307827712,IqbalQuosophy,tahun ini total  stadion piala dunia pertama  pake  stadion,"['total', 'stadion', 'piala', 'dunia', 'pake', 'stadion']",-1,negative
2022-11-29 11:26:31,14,2,1597552581580144640,detikcom,dukungan untuk palestina menguat sepanjang piala dunia  qatar sealiknya israel dioikot di manamana termasuk oleh suporter eragai negara ini potretnya,"['dukung', 'palestina', 'kuat', 'piala', 'dunia', 'qatar', 'alik', 'israel', 'dioikot', 'manamana', 'suporter', 'eragai', 'negara', 'potret']",5,positive
2022-11-29 11:26:28,0,0,1597552569429086208,SleepyAlw,yang penting kepentingan team dulu kan leih utama uat isa dapetin piala juara dunia nya,"['penting', 'team', 'leih', 'utama', 'uat', 'isa', 'dapetin', 'piala', 'juara', 'dunia', 'nya']",-1,negative
2022-11-29 11:26:25,0,0,1597552555789197313,Sahamdomino1,prediksi piala dunia elanda vs qatar  novemer n,"['prediksi', 'piala', 'dunia', 'elanda', 'vs', 'qatar', 'novemer', 'n']",1,positive
2022-11-29 11:26:10,0,1,1597552495403798531,begalracer,grup a  winn vs nn vs nngrup   winn vs  nn vs  nn,"['grup', 'a', 'winn', 'vs', 'nn', 'vs', 'nngrup', 'winn', 'vs', 'nn', 'vs', 'nn']",-4,negative
2022-11-29 11:26:02,0,0,1597552460796919809,KompasBola,wales vs inggris kejutan piala dunia angkitkan harapan the dragons,"['wales', 'vs', 'inggris', 'kejut', 'piala', 'dunia', 'angkit', 'harap', 'the', 'dragons']",-1,negative
2022-11-29 11:25:43,0,0,1597552383089074176,hariankompas,pukul  wi juga piala dunia qatar  akan menghadirkan laga elanda vs qatar teak tim mana yang akan menang di laga ininn,"['wi', 'piala', 'dunia', 'qatar', 'hadir', 'laga', 'elanda', 'vs', 'qatar', 'teak', 'tim', 'menang', 'laga', 'ininn']",-7,negative
2022-11-29 11:25:28,0,4,1597552319121756165,AzeeSyaifullah,malaysia wahhh heat la legenda kita xfxfxxxexdxaxefxxf juara piala dunia    xexaxdxfxfxfxnnnnxexxa,"['malaysia', 'wahhh', 'heat', 'la', 'legenda', 'xfxfxxxexdxaxefxxf', 'juara', 'piala', 'dunia', 'xexaxdxfxfxfxnnnnxexxa']",-1,negative
2022-11-29 11:25:04,5,0,1597552219523514369,detikcom,ara saudi dan argentina sudah hadirkan drama yang dimenangkan green falcon sekali lagi keduanya sikutsikutan demi lolos ke  esar piala dunia,"['ara', 'saudi', 'argentina', 'hadir', 'drama', 'menang', 'green', 'falcon', 'sikutsikutan', 'lolos', 'esar', 'piala', 'dunia']",-11,negative
2022-11-29 11:25:02,4,0,1597552210812211201,tanyakanrl,huh xfxfxaxa sedih meskipun gak tau piala dunia erikutnya gue masih isa nonton atau enggak tapi piala dunia tanpa mereka erdua euphorianya akal jelas eda terlepas dari fans keduanya yg riut mulu tetap saja mereka erdua adalah legends xfxfxxfxexaxd xfxfxxa,"['huh', 'xfxfxaxa', 'sedih', 'gak', 'tau', 'piala', 'dunia', 'erikutnya', 'gue', 'isa', 'nonton', 'piala', 'dunia', 'erdua', 'euphorianya', 'akal', 'eda', 'lepas', 'fans', 'yg', 'riut', 'mulu', 'erdua', 'legends', 'xfxfxxfxexaxd', 'xfxfxxa']",-10,negative
2022-11-29 11:25:02,0,31,1597552208660209665,lm0ntea,yg lm ikutan giveaway msh ada waktu yannmimin repost materi giveaway nya masih euforia piala dunia qatar  rosixexxa,"['yg', 'lm', 'ikut', 'giveaway', 'msh', 'yannmimin', 'repost', 'materi', 'giveaway', 'nya', 'euforia', 'piala', 'dunia', 'qatar', 'rosixexxa']",-4,negative
2022-11-29 11:24:57,0,0,1597552188221718529,serambinews,jadwal  piala dunia  hari ini menyajikan lagalaga penentuan nn elanda dan  inggris memuru tiket ke  esar sedangkan  iran akal melakoni laga panas kontra  amerika serikatnn,"['jadwal', 'piala', 'dunia', 'saji', 'lagalaga', 'tentu', 'nn', 'elanda', 'inggris', 'memuru', 'tiket', 'esar', 'iran', 'akal', 'lakon', 'laga', 'panas', 'kontra', 'amerika', 'serikatnn']",-2,negative
2022-11-29 11:24:34,0,1,1597552090439876610,5Maureen5,indonesia qatar lewat sepak ola sedang mengejar status agian dari peradaan dunia dan penggerak ekonominya tak peduli seperti apxexxa,"['indonesia', 'qatar', 'sepak', 'ola', 'kejar', 'status', 'agian', 'perada', 'dunia', 'gerak', 'ekonomi', 'peduli', 'apxexxa']",-4,negative
2022-11-29 11:24:25,0,1,1597552055375507456,Risyam12,mogamoga isa ertamah di piala dunia tahun ini xfxfxxnn xfxfxxxfxfxx,"['mogamoga', 'isa', 'ertamah', 'piala', 'dunia', 'xfxfxxnn', 'xfxfxxxfxfxx']",-1,negative
2022-11-29 11:24:22,2,1,1597552042763251712,Beritasatu,mengejutkan  pekerja untuk piala dunia  tewas,"['kejut', 'kerja', 'piala', 'dunia', 'tewas']",-3,negative
2022-11-29 11:24:19,0,0,1597552027269476354,secretkim_19,padahal cuma kejuaraan nasional amatir tapi sampe egituxfxfxxc akhirnya tim yg juara dianned sama pemerintah china sayang anget pdhl kalo mereka masuk timnas mungkin china udah x juara piala duniaxfxfxx,"['juara', 'nasional', 'amatir', 'sampe', 'egituxfxfxxc', 'tim', 'yg', 'juara', 'dianned', 'perintah', 'china', 'sayang', 'anget', 'pdhl', 'kalo', 'masuk', 'timnas', 'china', 'udah', 'x', 'juara', 'piala', 'duniaxfxfxx']",-7,negative
2022-11-29 11:24:18,0,4,1597552025683648512,14LimaTiga,makanya malesin tiap aca komen piala dunia kali ini kok kurang hype yaa kok lagunya ga seikoxexxa,"['malesin', 'aca', 'komen', 'piala', 'dunia', 'kali', 'hype', 'yaa', 'lagu', 'ga', 'seikoxexxa']",-3,negative
2022-11-29 11:24:04,0,0,1597551964556242945,BisBanNews,runo fernandes ciptakan race portugal lolos ke aak  esar piala dunia qatar  usai kalahkan uruguay tampil dengan sangat ngotot para pemain portugal sukses mengakhiri pertandingan dengan mengalahkan uruguay dengan skor,"['runo', 'fernandes', 'cipta', 'race', 'portugal', 'lolos', 'aak', 'esar', 'piala', 'dunia', 'qatar', 'kalah', 'uruguay', 'tampil', 'ngotot', 'main', 'portugal', 'sukses', 'tanding', 'kalah', 'uruguay', 'skor']",-14,negative
2022-11-29 11:23:52,3,0,1597551917516947456,detikcom,sempat ikin kejutan kalahkan argentina ara saudi selanjutnya diungkam polandia mampukah green falcon lolos dari fase grup piala dunia  ini,"['ikin', 'kejut', 'kalah', 'argentina', 'ara', 'saudi', 'diungkam', 'polandia', 'green', 'falcon', 'lolos', 'fase', 'grup', 'piala', 'dunia']",-13,negative
2022-11-29 11:23:49,0,0,1597551902845464576,tribunkaltim,skenario lolos  esar piala dunia  grup  inggris mudah amerika serikat waji menangn n lewat,"['skenario', 'lolos', 'esar', 'piala', 'dunia', 'grup', 'inggris', 'mudah', 'amerika', 'serikat', 'waji', 'menangn', 'n']",-6,negative
2022-11-29 11:23:36,0,0,1597551850689269760,idntimes,ganasnya wakil afrika di putaran kedua fase grup piala dunia,"['ganas', 'wakil', 'afrika', 'putar', 'fase', 'grup', 'piala', 'dunia']",-10,negative
2022-11-29 11:23:19,0,0,1597551776366231553,hariankompas,pukul  wi piala dunia qatar  akan menghadirkan laga senegal vs ekuador teak tim mana yang akan menang di laga ininn,"['wi', 'piala', 'dunia', 'qatar', 'hadir', 'laga', 'senegal', 'vs', 'ekuador', 'teak', 'tim', 'menang', 'laga', 'ininn']",-7,negative
2022-11-29 11:23:18,0,0,1597551771861540865,InvestorID,piala dunia  iran vs as akal sengit sarat politik,"['piala', 'dunia', 'iran', 'vs', 'as', 'akal', 'sengit', 'sarat', 'politik']",-2,negative
2022-11-29 11:23:13,0,0,1597551752194142209,bolafyapps,aru tiga tim yang lolos ke aak  esar piala dunia  prancis rasil dan portugal nnsiapa dari group a yang malam ini akan menyusul,"['aru', 'tim', 'lolos', 'aak', 'esar', 'piala', 'dunia', 'prancis', 'rasil', 'portugal', 'nnsiapa', 'group', 'a', 'malam', 'susul']",-15,negative
2022-11-29 11:23:02,1,0,1597551704291307520,banjarmasinpost,tak live sctv preview dan link streaming wales vs inggris piala dunia  malam ini walker fit  lewat,"['live', 'sctv', 'preview', 'link', 'streaming', 'wales', 'vs', 'inggris', 'piala', 'dunia', 'malam', 'walker', 'fit']",5,positive
2022-11-29 11:23:00,3,0,1597551698259906560,jamalspeaking,memernya satu lagi elajar piala dunia min tolong diapresiasi,"['per', 'elajar', 'piala', 'dunia', 'min', 'tolong', 'apresiasi']",0,neutral
2022-11-29 11:22:45,0,0,1597551635576025088,UtdJese,france erada di grup c piala duniann argentina erada di grup c piala dunia,"['france', 'erada', 'grup', 'c', 'piala', 'duniann', 'argentina', 'erada', 'grup', 'c', 'piala', 'dunia']",-9,negative
2022-11-29 11:22:41,0,0,1597551617750208515,urban1063fm,ngerayain piala dunia versi lo gmn anak uran  kalo anak sore ngerayain piala dunia dengan nonton trik  trik ermain futsal,"['ngerayain', 'piala', 'dunia', 'versi', 'lo', 'gmn', 'anak', 'uran', 'kalo', 'anak', 'sore', 'ngerayain', 'piala', 'dunia', 'nonton', 'trik', 'trik', 'ermain', 'futsal']",-8,negative
2022-11-29 11:22:40,2,0,1597551614096986112,tribunnews,syarat timnas argentina terhindar jumpa prancis di  esar piala dunia  pesta gol harga mati  via,"['syarat', 'timnas', 'argentina', 'hindar', 'jumpa', 'prancis', 'esar', 'piala', 'dunia', 'pesta', 'gol', 'harga', 'mati', 'via']",8,positive
2022-11-29 11:22:19,2,0,1597551527610429441,loytregh,menurut gua kalo soal menghiur piala dunia kali ini jauh leih aik daripada  phase grup aja elum kelar udah anyak match seru,"['gua', 'kalo', 'menghiur', 'piala', 'dunia', 'kali', 'leih', 'aik', 'phase', 'grup', 'aja', 'elum', 'kelar', 'udah', 'anyak', 'match', 'seru']",-4,negative
2022-11-29 11:22:19,0,0,1597551526847078401,Dhrmwn_22,idn  pas piala dunia antar klu aru liat klu ola maen olanya anjimm angett,"['idn', 'pas', 'piala', 'dunia', 'klu', 'aru', 'liat', 'klu', 'ola', 'maen', 'olanya', 'anjimm', 'angett']",1,positive
2022-11-29 11:22:11,1,0,1597551491854008324,AzmiHadi81,kenapa sekarangsekarang ini anyak instastory tentang olakarena piala dunia itu di gelar  tahun sekali leihleih kemungkinan esar menjadi piala dunia yang terakhir agi  pemain sepak ola yang teraik sepanjang sejarah sepak ola cristiano dan leo messi jadi wajarlah,"['sekarangsekarang', 'anyak', 'instastory', 'olakarena', 'piala', 'dunia', 'gelar', 'leihleih', 'esar', 'piala', 'dunia', 'agi', 'main', 'sepak', 'ola', 'teraik', 'sejarah', 'sepak', 'ola', 'cristiano', 'leo', 'messi', 'wajar']",-8,negative
2022-11-29 11:21:40,0,0,1597551363726413825,tudepoincom,dreamers jadi lagu piala dunia fifa pertama yang mencapai puncak illoard digital song salesnn,"['dreamers', 'lagu', 'piala', 'dunia', 'fifa', 'capai', 'puncak', 'illoard', 'digital', 'song', 'salesnn']",-3,negative
2022-11-29 11:21:39,0,0,1597551356662849536,wingulfie,yukk yg mau eli app premium uat streaming netflix wetv disney viu youtue iqiyi vidio platinum dan paket fifa world cup  piala dunia pildun qatar isa di aku ya xfxfxax dm or wa ke  fast resp xfxfxaxxfxfxfx n,"['yukk', 'yg', 'eli', 'app', 'premium', 'uat', 'streaming', 'netflix', 'wetv', 'disney', 'viu', 'youtue', 'iqiyi', 'vidio', 'platinum', 'paket', 'fifa', 'world', 'cup', 'piala', 'dunia', 'pildun', 'qatar', 'isa', 'ya', 'xfxfxax', 'dm', 'or', 'wa', 'fast', 'resp', 'xfxfxaxxfxfxfx', 'n']",13,positive
2022-11-29 11:21:34,0,0,1597551338707353600,otosia,golnya uat razil kalahkan swiss ternyata seelum piala dunia  casemiro orong moil mewah gelandang timnas razil casemiro orong moil mewah salah satunya untuk istri tercinta,"['gol', 'uat', 'razil', 'kalah', 'swiss', 'seelum', 'piala', 'dunia', 'casemiro', 'orong', 'moil', 'mewah', 'gelandang', 'timnas', 'razil', 'casemiro', 'orong', 'moil', 'mewah', 'salah', 'satu', 'istri', 'cinta']",-2,negative
2022-11-29 11:21:34,3,0,1597551336455012352,liputan6dotcom,video pemool gawang elgia di piala dunia  zakaria aoukhlal unjuk kemampuan jadi qari,"['video', 'pemool', 'gawang', 'elgia', 'piala', 'dunia', 'zakaria', 'aoukhlal', 'unjuk', 'mampu', 'qari']",-6,negative
2022-11-29 11:21:29,0,5,1597551318251753472,YusufAb44761146,officials agaimanapun qatar telah mewakili eksistensi negara islam yang sukses menghelat gelaran piala duniann xexxa,"['officials', 'agaimanapun', 'qatar', 'wakil', 'eksistensi', 'negara', 'islam', 'sukses', 'helat', 'gelar', 'piala', 'duniann', 'xexxa']",9,positive
2022-11-29 11:20:53,0,0,1597551164970930177,HilmiyD,gara gara piala dunia rung turuxfxfxaxaxfxfxaxa,"['gara', 'gara', 'piala', 'dunia', 'rung', 'turuxfxfxaxaxfxfxaxa']",-9,negative
2022-11-29 11:20:53,0,14,1597551164911808513,subaystepanus46,officials qatar sempat curhat ke cak imin soal gelaran piala dunia yang jadi sorotan karena eerapa aturan nn xexxa,"['officials', 'qatar', 'curhat', 'cak', 'imin', 'gelar', 'piala', 'dunia', 'sorot', 'eerapa', 'atur', 'nn', 'xexxa']",0,neutral
2022-11-29 11:20:14,3,0,1597551001275633664,tvOneNews,prediksi iran vs amerika serikat di piala dunia  ukan hanya soal politik,"['prediksi', 'iran', 'vs', 'amerika', 'serikat', 'piala', 'dunia', 'ukan', 'politik']",0,neutral
2022-11-29 11:20:08,0,0,1597550978353754115,21BeritaTerkini,pemain korsel asia pertama yang cetak  gol sundulan di piala dunia,"['main', 'korsel', 'asia', 'cetak', 'gol', 'sundul', 'piala', 'dunia']",2,positive
2022-11-29 11:20:07,0,0,1597550973249290240,prediksicash,ursa prediksi ola piala dunia kroasia vs elgia  desemer,"['ursa', 'prediksi', 'ola', 'piala', 'dunia', 'kroasia', 'vs', 'elgia', 'desemer']",1,positive
2022-11-29 11:19:32,0,0,1597550824141398017,keviinkho_,piala dunia kalo lagi awalaak penyisihan grup masih sulit diprediksi krn selalu ada tim yg mengejutkan kalo udah mulai aak  esar tuh udh mulai keliatan calon juaranya,"['piala', 'dunia', 'kalo', 'awalaak', 'sisih', 'grup', 'sulit', 'prediksi', 'krn', 'tim', 'yg', 'kejut', 'kalo', 'udah', 'aak', 'esar', 'tuh', 'udh', 'liat', 'calon', 'juara']",-8,negative
2022-11-29 11:19:26,0,4,1597550799630262273,wekaweee,menjual pukis masi ada dua ox siap antar area suhat selak nonton piala dunia cek ndang entek    xexxa,"['jual', 'pukis', 'mas', 'ox', 'area', 'suhat', 'selak', 'nonton', 'piala', 'dunia', 'cek', 'ndang', 'entek', 'xexxa']",-4,negative
2022-11-29 11:19:18,0,1,1597550768714047490,dw_indonesia,qatar lewat sepak ola sedang mengejar status agian dari peradaan dunia dan penggerak ekonominya tak peduli seperti apa cara yang mereka kejar,"['qatar', 'sepak', 'ola', 'kejar', 'status', 'agian', 'perada', 'dunia', 'gerak', 'ekonomi', 'peduli', 'kejar']",-7,negative
2022-11-29 11:18:59,0,2,1597550686396260352,iftulfira,ookie ola sepak piala dunia qatar  dierkas,"['ookie', 'ola', 'sepak', 'piala', 'dunia', 'qatar', 'dierkas']",-4,negative
2022-11-29 11:18:47,0,0,1597550638002733057,tribunkaltim,prediksi susunan pemain inggris vs wales di piala dunia  pertandingan pertama kyle walkern n lewat,"['prediksi', 'susun', 'main', 'inggris', 'vs', 'wales', 'piala', 'dunia', 'tanding', 'kyle', 'walkern', 'n']",3,positive
2022-11-29 11:18:46,0,0,1597550631014699008,dw_indonesia,andiachtiar menjelaskan jika negara lain selalu memiliki target menjadikan piala dunia seagai titik tolak pemangunan infrastruktur yang lalu erimas pada perkemangan ekonomi ia yakin qatar tidak demikian,"['andiachtiar', 'negara', 'milik', 'target', 'jadi', 'piala', 'dunia', 'aga', 'titik', 'tolak', 'mangun', 'infrastruktur', 'erimas', 'kemang', 'ekonomi', 'qatar']",-8,negative
2022-11-29 11:18:32,1,0,1597550573565644801,dw_indonesia,menurut pengamat  andiachtiar yusuf ia merasa cukup ganjil ketika  diputuskan untuk menjadi tuan rumah  karena negara ini sama sekali tak punya industri sepak ola yang cukup untuk dilihat,"['amat', 'andiachtiar', 'yusuf', 'ganjil', 'putus', 'tuan', 'rumah', 'negara', 'industri', 'sepak', 'ola']",2,positive
2022-11-29 11:18:00,0,0,1597550439482155014,NovitaS94838116,orooro mantepin hati ke kamu piala dunia aja pegang  negarav,"['orooro', 'mantepin', 'hati', 'piala', 'dunia', 'aja', 'pegang', 'negarav']",-2,negative
2022-11-29 11:17:57,0,0,1597550427243171841,LailaJeny,noar piala dunia  qatar pertandingan hari ininlink daftar   noar via telegram,"['noar', 'piala', 'dunia', 'qatar', 'tanding', 'ininlink', 'daftar', 'noar', 'via', 'telegram']",-1,negative
2022-11-29 11:17:40,0,0,1597550353704419329,sagahtvlive,siaran langsung piala dunia,"['siar', 'langsung', 'piala', 'dunia']",2,positive
2022-11-29 11:17:37,0,8,1597550341360611330,IpudSoekanto,cek dulu jadwal pertandingan lanjutan fase grup piala dunia nnsaksikan pertandingannya live hanya di n dan xexxa,"['cek', 'jadwal', 'tanding', 'lanjut', 'fase', 'grup', 'piala', 'dunia', 'nnsaksikan', 'tanding', 'live', 'n', 'xexxa']",-5,negative
2022-11-29 11:17:30,0,97,1597550314689040391,lalisamanabn,selama siaran pertandingan piala dunia  korea vs ghana komentator menyanyikan chorus ddududdudu  xfxfxxdnnxexxa,"['siar', 'tanding', 'piala', 'dunia', 'korea', 'vs', 'ghana', 'komentator', 'nyanyi', 'chorus', 'ddududdudu', 'xfxfxxdnnxexxa']",2,positive
2022-11-29 11:17:20,0,4,1597550271240237057,muhdhijazi_,jadual piala dunia waktu malaysiandownload pdf sini,"['jadual', 'piala', 'dunia', 'malaysiandownload', 'pdf']",-1,negative
2022-11-29 11:17:15,0,0,1597550251879305217,tempodotco,jadwal piala dunia  selasa  novemer elanda vs qatar ekuador vs senegal wales vs inggris iran vs amerika serikat,"['jadwal', 'piala', 'dunia', 'selasa', 'novemer', 'elanda', 'vs', 'qatar', 'ekuador', 'vs', 'senegal', 'wales', 'vs', 'inggris', 'iran', 'vs', 'amerika', 'serikat']",-1,negative
2022-11-29 11:17:09,0,0,1597550227686232064,EverytimeCrypto,xexaxdxefxxfdnnxexdxproitriviaxexdxnxfxfxxa tim yang erhasil ack to ack menjadi  juara piala dunia xfxfxcxfnnxfxfxxaexfxfxx italia xfxfxfx  amp nxfxfxxaxfxfxx razil xfxfxfx amp nnapakah xfxfxxaxfxfxx perancis isa masuk ke list ini nndetails,"['xexaxdxefxxfdnnxexdxproitriviaxexdxnxfxfxxa', 'tim', 'erhasil', 'ack', 'to', 'ack', 'juara', 'piala', 'dunia', 'xfxfxcxfnnxfxfxxaexfxfxx', 'italia', 'xfxfxfx', 'amp', 'nxfxfxxaxfxfxx', 'razil', 'xfxfxfx', 'amp', 'nnapakah', 'xfxfxxaxfxfxx', 'perancis', 'isa', 'masuk', 'list', 'nndetails']",-8,negative
2022-11-29 11:17:08,1,0,1597550220614963200,BandarBolaTop,iran vs usagrup  piala dunia niran tak terkalahkan dlm  laga terakhirnya lawan usa m s saat ini iran  poin as  poin kedua tim waji menang untuk raih tiket ke aak  esarnn,"['iran', 'vs', 'usagrup', 'piala', 'dunia', 'niran', 'kalah', 'dlm', 'laga', 'akhir', 'lawan', 'usa', 'm', 's', 'iran', 'poin', 'as', 'poin', 'tim', 'waji', 'menang', 'raih', 'tiket', 'aak', 'esarnn']",-7,negative
2022-11-29 11:16:45,0,0,1597550123805945856,onlinesumeks,link live streaming elanda vs qatar di piala dunia  tim oranje utuh menang esar,"['link', 'live', 'streaming', 'elanda', 'vs', 'qatar', 'piala', 'dunia', 'tim', 'oranje', 'utuh', 'menang', 'esar']",-3,negative
2022-11-29 11:16:40,0,0,1597550105644904448,bolahitaID,regulasi menentukan peringkat aak grup piala dunia  jika jumlah poin sama,"['regulasi', 'tentu', 'peringkat', 'aak', 'grup', 'piala', 'dunia', 'poin']",-6,negative
2022-11-29 11:16:27,1,0,1597550051504828416,rwsensasional,euforia piala dunia seentar lagi hadiah miliaran rupiah sedang menanti anda total hadiah  miliar rupiah di depan mata amp rasakan piala dunia ersama netent ajak kawan kalian rasakan keseruan yg tidak ada haisnya ersama royalwin event erlangsung dari tgl  nov des,"['euforia', 'piala', 'dunia', 'entar', 'hadiah', 'miliar', 'rupiah', 'total', 'hadiah', 'miliar', 'rupiah', 'mata', 'amp', 'rasa', 'piala', 'dunia', 'ersama', 'netent', 'ajak', 'kawan', 'rasa', 'seru', 'yg', 'haisnya', 'ersama', 'royalwin', 'event', 'erlangsung', 'tgl', 'nov', 'des']",-5,negative
2022-11-29 11:16:12,0,0,1597549984681193472,infoacehnet,ini adalah satusatunya pertandingan piala dunia  yang paling ermuatan politik sekalipun dalam arena olahraga mereka mungkin tidak erseterunn,"['satusatunya', 'tanding', 'piala', 'dunia', 'ermuatan', 'politik', 'arena', 'olahraga', 'erseterunn']",0,neutral
2022-11-29 11:15:44,0,1,1597549868469604352,detikcom,nnekuador vs senegal akan main malam ini di lanjutan piala dunia  seperti laga hidup dan mati pemenang dari lxexxa,"['nnekuador', 'vs', 'senegal', 'main', 'malam', 'lanjut', 'piala', 'dunia', 'laga', 'hidup', 'mati', 'menang', 'lxexxa']",-9,negative
2022-11-29 11:15:36,0,0,1597549834181181440,sariagri_id,pemilik unta di qatar ketian rezeki dari piala dunia,"['milik', 'unta', 'qatar', 'keti', 'rezeki', 'piala', 'dunia']",3,positive
2022-11-29 11:15:35,0,0,1597549832003952641,Apolo4DD,situs slot amp ola terpercaya di apolodnjadwal piala dunia qatar    pertandingan malam ininnjangan sampai ketinggalan untuk dukung dan taruh ettingan di tim jagoan osku xfxfxxnndaftar sekarangn     n,"['situs', 'slot', 'amp', 'ola', 'percaya', 'apolodnjadwal', 'piala', 'dunia', 'qatar', 'tanding', 'malam', 'ininnjangan', 'tinggal', 'dukung', 'taruh', 'ettingan', 'tim', 'jago', 'osku', 'xfxfxxnndaftar', 'sekarangn', 'n']",7,positive
2022-11-29 11:15:33,0,0,1597549821141061633,Bisniscom,gloal way indonesia ciptakan ola dari madiun ke piala dunia,"['gloal', 'way', 'indonesia', 'cipta', 'ola', 'madiun', 'piala', 'dunia']",-1,negative
2022-11-29 11:15:19,0,0,1597549765583306758,onlinesumeks,link live streaming senegal vs ekuador di piala dunia  la tricolor utuh imang untuk lolos  esar,"['link', 'live', 'streaming', 'senegal', 'vs', 'ekuador', 'piala', 'dunia', 'la', 'tricolor', 'utuh', 'imang', 'lolos', 'esar']",-2,negative
2022-11-29 11:15:18,0,0,1597549760776441858,detikcom,ekuador vs senegal akan main malam ini di lanjutan piala dunia  seperti laga hidup dan mati pemenang dari laga ini akan lolos ke aak  esar,"['ekuador', 'vs', 'senegal', 'main', 'malam', 'lanjut', 'piala', 'dunia', 'laga', 'hidup', 'mati', 'menang', 'laga', 'lolos', 'aak', 'esar']",-13,negative
2022-11-29 11:15:10,0,0,1597549728358871041,MiemieBanderaz,diskusikan terus gaes sampek indonesia masuk piala dunia,"['diskusi', 'gaes', 'sampek', 'indonesia', 'masuk', 'piala', 'dunia']",-4,negative
2022-11-29 11:15:06,0,5,1597549708574330880,dimasoemardjono,id hampa juga ya ga ada pertandingan piala dunia jam segini xfxfxax,"['id', 'hampa', 'ya', 'ga', 'tanding', 'piala', 'dunia', 'jam', 'gin', 'xfxfxax']",0,neutral
2022-11-29 11:15:04,0,6,1597549700160565250,HetsiyHetsiy1,sulaeman di layar ioskop oktyar di moskow muncul dukungan pada tim sepak ola nasional iran dalam pertandingan melawan as di pxexxa,"['sulaeman', 'layar', 'ioskop', 'oktyar', 'moskow', 'muncul', 'dukung', 'tim', 'sepak', 'ola', 'nasional', 'iran', 'tanding', 'lawan', 'as', 'pxexxa']",-6,negative
2022-11-29 11:15:02,0,0,1597549694875758596,sporttiaphari,amatir     vidio nayangin nya sctv di vidio selama acara piala dunia akal dilokir,"['amatir', 'vidio', 'nayangin', 'nya', 'sctv', 'vidio', 'acara', 'piala', 'dunia', 'akal', 'dilokir']",-1,negative
2022-11-29 11:14:48,0,0,1597549634821689344,m4s_EL,skyy redsindo klo sampe diperjuangin gt kemungkinan ya karena rekor individu apalagi kan ini piala dunia terkhirnya,"['skyy', 'redsindo', 'klo', 'sampe', 'diperjuangin', 'gt', 'ya', 'rekor', 'individu', 'piala', 'dunia', 'terkhirnya']",3,positive
2022-11-29 11:14:46,0,0,1597549626709925893,AW_Sport88,timnas walesxcxaakan menghadapixcxatimnas inggrisxcxadi ahmad in ali stadium padaxcxamatchdayxcxa grup xcxapiala dunia  pertandingan ini dijadwalkanxcxakickoffxcxarau  novemer  jam  winn n,"['timnas', 'walesxcxaakan', 'menghadapixcxatimnas', 'inggrisxcxadi', 'ahmad', 'in', 'ali', 'stadium', 'padaxcxamatchdayxcxa', 'grup', 'xcxapiala', 'dunia', 'tanding', 'dijadwalkanxcxakickoffxcxarau', 'novemer', 'jam', 'winn', 'n']",-3,negative
